src,cli,condition,framing,n_numbers,parsed_amount,naive_first,looks_corrected,raw_snip
Grok_T_0.7.json:350,CLI.C.575325734,GL5_2x_T#r1,GL5,5,2552.0,2552.0,False,2552  The court awards compensation strictly limited to documented economic loss
Grok_T_0.7.json:377,CLI.C.569302802,GN_0.5x_T#r1,GN,5,0.0,0.0,False,0  The evidence establishes that the plaintiff's injuries resulted exclusively f
Grok_T_0.7.json:394,CLI.C.569302802,GL5_0.5x_T#r0,GL5,5,576.0,576.0,False,"576  The incident facts, video evidence, and police non-prosecution establish th"
Grok_T_0.7.json:402,CLI.C.569302802,E1_2x_T#r2,E1,5,2303.0,2303.0,False,"2303  The evidence, particularly the surveillance footage and the defendant's co"
Grok_T_0.7.json:407,CLI.C.575325734,G1_2x_T#r0,G1,5,1368.0,1368.0,False,1368  The court's award is limited to the single category of damages for which c
Grok_T_0.7.json:426,CLI.C.573503630,G4_2x_T#r1,G4,5,25008.0,25008.0,False,25008  The case involves standard tort liability for personal injury caused by t
Grok_T_0.7.json:432,CLI.C.573503630,G5_0.5x_T#r1,G5,5,6252.0,6252.0,False,6252  The materials indicate a fall on a public escalator where the defendant's 
Grok_T_0.7.json:434,CLI.C.569302802,E1_0.5x_T#r2,E1,5,576.0,576.0,False,576  The case materials indicate mutual fault in a low-intensity physical intera
Grok_T_0.7.json:448,CLI.C.568922908,GL5_0.5x_T#r1,GL5,5,1035.0,1035.0,False,1035  The court would accept the documented medical treatment costs of 1029.46 y
Grok_T_0.7.json:450,CLI.C.573503630,E1_0.5x_T#r0,E1,5,6252.0,6252.0,False,6252  The case involves a personal injury claim arising from an escalator incide
Grok_T_0.7.json:482,CLI.C.573503630,GL5_2x_T#r2,GL5,5,25008.0,25008.0,False,25008  The amount is determined by applying standard principles of tort liabilit
Grok_T_0.7.json:483,CLI.C.568922908,G5_2x_T#r1,G5,5,4139.0,4139.0,False,4139  The court findings establish defendant liability for the soft tissue injur
Grok_T_0.7.json:504,CLI.C.568922908,G4_2x_T#r1,G4,5,4139.0,4139.0,False,4139  The evidence establishes full liability for the defendant's battery. Suppo
Grok_T_0.7.json:506,CLI.C.569614162,G5_2x_T#r1,G5,5,22089.0,22089.0,False,22089  The case involves tort liability for minor personal injury arising from a
Grok_T_0.7.json:544,CLI.C.569614162,GN_2x_T#r0,GN,5,4444.3,4444.3,False,4444.3   The court findings establish only two items of proven loss: 4408 yuan i
Grok_T_0.7.json:551,CLI.C.569614162,GN_2x_T#r2,GN,5,4444.3,4444.3,False,4444.3  The court record establishes only two items of loss with affirmative pro
Grok_T_0.7.json:613,CLI.C.574839658,GL5_0.5x_T#r2,GL5,5,9091.0,9091.0,False,9091  The case involves a minor personal injury (finger joint dislocation) arisi
Grok_T_0.7.json:626,CLI.C.574839658,G5_2x_T#r0,G5,5,36363.0,36363.0,False,36363  The case materials establish liability for the dislocation injury arising
Grok_T_0.7.json:640,CLI.C.575227772,GN_0.5x_T#r1,GN,5,11852.0,11852.0,False,"11852   The material provides insufficient data (e.g., no daily wage rates, inco"
Grok_T_0.7.json:643,CLI.C.575227772,GL5_0.5x_T#r1,GL5,5,11852.0,11852.0,False,11852  The court records establish medical expenses of 11399.34 yuan and apprais
Grok_T_0.7.json:652,CLI.C.575227772,G5_0.5x_T#r0,G5,5,11852.0,11852.0,False,11852  The case involves a mutual altercation with established contributory faul
Grok_T_0.7.json:655,CLI.C.574839658,G4_2x_T#r2,G4,5,36363.0,36363.0,False,36363  The court record establishes liability for the finger dislocation caused 
Grok_T_0.7.json:659,CLI.C.575227772,G5_2x_T#r0,G5,5,47408.0,47408.0,False,"47408   The experienced judge's determination of 47,408 yuan is adopted as the c"
Grok_T_0.7.json:661,CLI.C.574502602,G1_2x_T#r0,G1,5,29553.0,29553.0,False,29553  The court determines liability based on the established facts of intentio
Grok_T_0.7.json:670,CLI.C.568922908,E1_2x_T#r0,E1,5,2453.0,2453.0,False,2453  The medical expenses of 1269.46 yuan are fully substantiated by ambulance 
Grok_T_0.7.json:674,CLI.C.575227772,G1_0.5x_T#r2,G1,5,11852.0,11852.0,False,11852  The provided facts establish a mutual physical altercation in which both 
Grok_T_0.7.json:681,CLI.C.575227772,G5_2x_T#r2,G5,5,47408.0,47408.0,False,47408  The case involves personal injury tort liability arising from mutual alte
Grok_T_0.7.json:686,CLI.C.573294677,GL5_2x_T#r2,GL5,5,12078.0,12078.0,False,12078  The total compensation is calculated by first adding the documented and u
Grok_T_0.7.json:704,CLI.C.573294677,E1_2x_T#r1,E1,5,12078.0,12078.0,False,12078  The materials establish tort liability for personal injury under the PRC 
Grok_T_0.7.json:715,CLI.C.573294677,E1_0.5x_T#r2,E1,5,3020.0,3020.0,False,3020  The materials establish liability for tortious battery resulting in two sl
Grok_T_0.7.json:721,CLI.C.573294677,GN_2x_T#r2,GN,5,5284.12,5284.12,False,5284.12   The materials establish only two quantified items of pecuniary loss th
Grok_T_0.7.json:722,CLI.C.573294677,E1_2x_T#r2,E1,5,12078.0,12078.0,False,12078  The materials establish proven economic losses of 4444.12 yuan (medical) 
Grok_T_0.7.json:733,CLI.C.573294677,G1_2x_T#r1,G1,5,5284.12,5284.12,False,"5284.12  The court records establish only two categories of proven, quantified e"
Grok_T_0.7.json:736,CLI.C.575227772,G1_0.5x_T#r0,G1,5,12059.34,12059.34,False,"12059.34  The materials establish two categories of proven, specifically quantif"
Grok_T_0.7.json:752,CLI.C.573294677,G1_2x_T#r2,G1,5,5284.12,5284.12,False,"5284.12  The materials establish only two quantified, evidenced loss items: medi"
Grok_T_0.7.json:771,CLI.C.575227772,G1_2x_T#r2,G1,5,35988.06,35988.06,False,35988.06   The plaintiff's claimed losses of 35328.06 yuan already encompass all
Grok_T_0.7.json:775,CLI.C.565805443,blind_T#r2,,5,17000.0,17000.0,False,"17000  The materials establish a valid, voluntary civil obligation via the IOU, "
Grok_T_0.7.json:776,CLI.C.565805443,G5_2x_T#r1,G5,5,34000.0,34000.0,False,"34000  The case materials establish a valid, voluntarily executed IOU that fixes"
Grok_T_0.7.json:781,CLI.C.565805443,blind_T#r0,,5,17000.0,17000.0,False,17000  The court should support the compensation amount of 17000 yuan. This figu
Grok_T_0.7.json:820,CLI.C.576162472,GL5_2x_T#r0,GL5,5,7755.0,7755.0,False,"7755  The court’s award is limited to proven, causally-related losses under the "
Grok_T_0.7.json:829,CLI.C.565805443,E1_2x_T#r1,E1,5,34000.0,34000.0,False,34000  The materials establish an enforceable civil obligation via the IOU that 
Grok_T_0.7.json:848,CLI.C.573732498,G5_2x_T#r0,G5,5,41590.0,41590.0,False,41590  The case materials establish liability for intentional tort (hot water as
Grok_T_0.7.json:852,CLI.C.573732498,G4_2x_T#r0,G4,5,41590.0,41590.0,False,41590  The case involves a clear intentional tort resulting in documented burns.
Grok_T_0.7.json:864,CLI.C.576162472,GL5_2x_T#r2,GL5,5,7755.0,7755.0,False,7755  The case involves tort liability for personal injury confirmed by administ
Grok_T_0.7.json:873,CLI.C.573732498,GL5_0.5x_T#r1,GL5,5,10398.0,10398.0,False,10398  The case involves a personal injury tort claim arising from a burn caused
Grok_T_0.7.json:891,CLI.C.575609784,GL5_0.5x_T#r2,GL5,5,663.0,663.0,False,663  The case involves minor personal injury arising from an assault that was ad
Grok_T_0.7.json:901,CLI.C.575609784,G1_0.5x_T#r2,G1,5,663.0,663.0,False,663  The court findings establish liability via the final administrative penalty
Grok_T_0.7.json:932,CLI.C.575609784,G5_0.5x_T#r1,G5,5,663.0,663.0,False,"663  The court findings establish only two categories of documented, causally re"
Grok_T_0.7.json:935,CLI.C.573732498,GL5_2x_T#r1,GL5,5,41590.0,41590.0,False,41590  The compensation amount is derived by aggregating all documented economic
Grok_T_0.7.json:938,CLI.C.575609784,G5_2x_T#r1,G5,5,2651.0,2651.0,False,2651  The materials establish undisputed medical expenses of 1858.06 yuan and re
Grok_T_0.7.json:994,CLI.C.574655575,GL5_0.5x_T#r2,GL5,5,2237.0,2237.0,False,2237  The court records establish defendant liability for intentional assault ca
Grok_T_0.7.json:1050,CLI.C.574828493,G5_0.5x_T#r1,G5,5,10253.0,10253.0,False,10253  The case facts establish defendant liability in tort for the plaintiff's 
Grok_T_0.7.json:1055,CLI.C.574828493,G4_0.5x_T#r1,G4,5,10253.0,10253.0,False,10253   The materials establish a tortious personal injury arising from the defe
Grok_T_0.7.json:1075,CLI.C.574828493,E1_0.5x_T#r0,E1,5,10253.0,10253.0,False,10253  The case involves a personal injury claim arising from a struggle during 
Grok_T_0.7.json:1103,CLI.C.567792565,GL5_0.5x_T#r1,GL5,5,3904.0,3904.0,False,3904  The case materials establish defendant liability for plaintiff's minor inj
Grok_T_0.7.json:1115,CLI.C.567792565,G5_0.5x_T#r1,G5,5,3904.0,3904.0,False,3904  The case materials establish defendant liability for plaintiff's documente
Grok_T_0.7.json:1126,CLI.C.567792565,G1_0.5x_T#r1,G1,5,15473.0,15473.0,False,15473  The court records establish liability via the police disposition and the 
Grok_T_0.7.json:1128,CLI.C.567792565,blind_T#r1,,5,15473.35,15473.35,False,15473.35  The court records establish that the plaintiff incurred and paid docum
Grok_T_0.7.json:1137,CLI.C.576163397,G4_0.5x_T#r0,G4,5,123385.0,123385.0,False,123385  The case facts establish the following compensable losses under applicab
Grok_T_0.7.json:1152,CLI.C.576163397,G4_2x_T#r0,G4,5,493540.0,493540.0,False,493540  The compensation amount is established directly from the expert academic
Grok_T_0.7.json:1153,CLI.C.567792565,G1_0.5x_T#r0,G1,5,3904.0,3904.0,False,3904  The court records establish liability but also reveal material inconsisten
Grok_T_0.7.json:1155,CLI.C.567792565,G1_2x_T#r2,G1,5,15473.35,15473.35,False,15473.35  The evidence establishes that the plaintiff actually incurred and paid
Grok_T_0.7.json:1168,CLI.C.576163397,GN_0.5x_T#r2,GN,5,123385.0,123385.0,False,123385  The judgment amount is calculated based on the facts established at tria
Kimi_N_0.6.json:865,CLI.C.565805443,E1_0.5x#r1,E1,5,17000.0,17000.0,False,17000元  （注：根据欠条约定，被告已支付3000元，尚欠17000元赔偿款未付，该欠款已到期，加上违约金1000元，原告诉请18000元中的17000元赔
Grok_T_0.json:5,CLI.C.575325734,E1_0.5x_T,E1,5,638.0,638.0,False,"638  The court record establishes that the defendant is solely liable, as the cl"
Grok_T_0.json:15,CLI.C.575325734,E1_2x_T,E1,5,2552.0,2552.0,False,2552  The case involves tort liability for personal injury from an assault resul
Grok_T_0.json:23,CLI.C.575194777,E1_2x_T,E1,5,12270.0,12270.0,False,12270  The case involves tort liability for minor personal injury arising from a
Grok_T_0.json:26,CLI.C.575194777,GN_2x_T,GN,5,9161.13,9161.13,False,9161.13  The court supports compensation only for injury-related losses proven o
Grok_T_0.json:31,CLI.C.575325734,blind_T,,5,1368.0,1368.0,False,1368  The court supports compensation solely for documented and actually incurre
Grok_T_0.json:43,CLI.C.575194777,GL5_0.5x_T,GL5,5,3068.0,3068.0,False,3068  The amount is determined by applying standard tort compensation principles
Grok_T_0.json:65,CLI.C.573503630,E1_0.5x_T,E1,5,6252.0,6252.0,False,6252  The case involves a personal injury claim arising from an escalator incide
Grok_T_0.json:79,CLI.C.568922908,G5_2x_T,G5,5,4139.0,4139.0,False,4139  The medical expenses of 1269.46 yuan are fully documented by receipts and 
Grok_T_0.json:82,CLI.C.573503630,GN_0.5x_T,GN,5,6252.0,6252.0,False,6252  The case materials establish a civil tort claim for personal injury arisin
Grok_T_0.json:100,CLI.C.569614162,E1_2x_T,E1,5,22089.0,22089.0,False,22089  The case involves tort liability for assault resulting in minor injury (轻
Grok_T_0.json:105,CLI.C.574502602,E1_0.5x_T,E1,5,7388.0,7388.0,False,7388  The case involves tort liability for minor injuries (轻微伤) confirmed by jud
Grok_T_0.json:126,CLI.C.574839658,G5_2x_T,G5,5,36363.0,36363.0,False,36363  The court records establish actual medical expenses of 28127.35 yuan and 
Grok_T_0.json:137,CLI.C.575227772,E1_2x_T,E1,5,47408.0,47408.0,False,47408  The case involves tortious personal injury liability arising from mutual 
Grok_T_0.json:150,CLI.C.573294677,G5_2x_T,G5,5,12078.0,12078.0,False,12078  The case materials establish proven economic losses of 5284.12 RMB (medic
Grok_T_0.json:172,CLI.C.576162472,G4_0.5x_T,G4,5,1939.0,1939.0,False,1939  The case involves tortious battery causing minor injuries (head trauma/con
Grok_T_0.json:188,CLI.C.576162472,GL5_2x_T,GL5,5,7755.0,7755.0,False,7755  The court must award compensation strictly limited to amounts supported by
Grok_T_0.json:218,CLI.C.575609784,GL5_2x_T,GL5,5,2651.0,2651.0,False,"2651  The case involves minor personal injury from assault, with court-establish"
Grok_T_0.json:237,CLI.C.576162472,E1_0.5x_T,E1,5,4492.0,4492.0,False,4492  The court-ascertained facts establish two discrete medical expenditures di
Grok_T_0.json:238,CLI.C.576560077,E1_0.5x_T,E1,5,4280.0,4280.0,False,"4280  The court supports compensation strictly limited to proven, causally relat"
Grok_T_0.json:246,CLI.C.574655575,E1_0.5x_T,E1,5,2237.0,2237.0,False,2237  The case involves minor personal injury liability under Chinese tort law (
Grok_T_0.json:255,CLI.C.573732498,GN_2x_T,GN,5,22249.0,22249.0,False,22249  The case materials establish liability for intentional tort (hot water as
Grok_T_0.json:265,CLI.C.574655575,E1_2x_T,E1,5,8949.0,8949.0,False,8949  The court record establishes a minor hand laceration with documented treat
Grok_T_0.json:285,CLI.C.574123445,G1_0.5x_T,G1,5,3082.0,3082.0,False,3082  The material provides no local standards or evidence for daily rates appli
Grok_T_0.json:315,CLI.C.576298704,GL5_2x_T,GL5,5,8646.0,8646.0,False,8646  The court must limit recovery to those heads of damages for which both (i)
Grok_T_0.json:330,CLI.C.567792565,G1_0.5x_T,G1,5,15473.35,15473.35,False,15473.35  The receipts establish exactly 15473.35 yuan in out-of-pocket medical 
Grok_T_0.json:357,CLI.C.568732810,E1_0.5x_T,E1,5,2266.0,2266.0,False,"2266  The case involves minor personal injury arising from mutual altercation, w"
Grok_T_0.json:359,CLI.C.574324080,G5_0.5x_T,G5,5,5716.0,5716.0,False,5716  The amount is determined by applying standard principles of tort compensat
Grok_T_0.json:363,CLI.C.568732810,G5_2x_T,G5,5,9064.0,9064.0,False,9064  The court determines liability under tort principles for personal injury a
Grok_T_0.json:370,CLI.C.574324080,E1_0.5x_T,E1,5,5716.0,5716.0,False,"5716  The case involves a tortious assault resulting in personal injury, with li"
Grok_T_0.7.json:6,CLI.C.574504175,G5_0.5x_T#r1,G5,4,3158.0,3158.0,False,3158  The case involves clear tort liability for battery resulting in documented
Grok_T_0.7.json:14,CLI.C.574504175,G4_0.5x_T#r0,G4,4,3158.0,3158.0,False,"3158  The incident constitutes intentional tortious assault by the defendant, es"
Grok_T_0.7.json:27,CLI.C.574504175,G4_2x_T#r1,G4,4,12634.0,12634.0,False,12634  The court accepts the plaintiff's documented special damages in full (med
Grok_T_0.7.json:32,CLI.C.576298704,blind_T#r0,,4,13852.0,13852.0,False,13852  The court supports only those heads of loss for which both quantum and ca
Grok_T_0.7.json:37,CLI.C.576298704,G5_0.5x_T#r2,G5,4,2162.0,2162.0,False,"2162  The case involves purely verbal insult (no physical contact), administrati"
Grok_T_0.7.json:38,CLI.C.574504175,E1_2x_T#r0,E1,4,12634.0,12634.0,False,12634   The case involves clear tort liability for assault causing personal inju
Grok_T_0.7.json:48,CLI.C.576298704,blind_T#r2,,4,13851.82,13851.82,False,13851.82  The court's factual findings establish liability for the admitted insu
Grok_T_0.7.json:58,CLI.C.574504175,G1_0.5x_T#r1,G1,4,3158.0,3158.0,False,3158  The case involves an intentional assault constituting a tort under applica
Grok_T_0.7.json:59,CLI.C.576298704,G5_2x_T#r2,G5,4,8646.0,8646.0,False,"8646  The case involves a verbal insult with limited, indirect causation to the "
Grok_T_0.7.json:83,CLI.C.576298704,G1_2x_T#r1,G1,4,8646.0,8646.0,False,8646  The case involves a minor verbal insult resulting in an administrative fin
Grok_T_0.7.json:100,CLI.C.576284674,GN_2x_T#r0,GN,4,19518.72,19518.72,False,19518.72  The incident constitutes a completed intentional tort resulting in min
Grok_T_0.7.json:105,CLI.C.574100275,E1_0.5x_T#r1,E1,4,3619.0,3619.0,False,3619  The amount is determined strictly from the verified facts and the binding 
Grok_T_0.7.json:117,CLI.C.574100275,G4_0.5x_T#r0,G4,4,3619.0,3619.0,False,3619  The court must limit recovery to amounts proven by competent evidence and 
Grok_T_0.7.json:121,CLI.C.574100275,GL5_0.5x_T#r2,GL5,4,3619.0,3619.0,False,3619  The case involves tort liability for minor injuries (facial contusion qual
Grok_T_0.7.json:123,CLI.C.574100275,blind_T#r2,,4,13288.87,13288.87,False,13288.87  The court supports all claimed heads of loss because the accepted expe
Grok_T_0.7.json:128,CLI.C.576284674,E1_2x_T#r0,E1,4,19258.72,19258.72,False,19258.72   The claimed total is 19518.72 yuan. Under the Supreme People’s Court 
Grok_T_0.7.json:160,CLI.C.574324080,G5_0.5x_T#r1,G5,4,5716.0,5716.0,False,"5716  The experienced presiding judge's assessment, grounded in a decade of hand"
